,constituency,state,Image,status,Vote,Margin,Candidate,Party
4733,CUDDALORE(26),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 26 - CUDDALORE  (Tamil Nadu)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/GPIC-2024-818.jpg,lost,2194 , -452859,G. PICHAMUTHU,Independent
4734,CUDDALORE(26),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 26 - CUDDALORE  (Tamil Nadu)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/RANA-2024-1644.jpg,lost,1696 , -453357,R. ANANDHI,Independent
4735,CUDDALORE(26),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 26 - CUDDALORE  (Tamil Nadu)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/SCHA-2024-1677.jpg,lost,1488 , -453565,S. CHAKKARAVARTHY,Independent
4736,CUDDALORE(26),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 26 - CUDDALORE  (Tamil Nadu)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/RSRI-2024-1667.jpg,lost,1363 , -453690,R. SRINIVASAN,Independent
4737,CUDDALORE(26),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 26 - CUDDALORE  (Tamil Nadu)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/VDAK-2024-1585.jpg,lost,1286 , -453767,V. DAKSHANAAMURTHY,Independent
4738,CUDDALORE(26),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 26 - CUDDALORE  (Tamil Nadu)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/TMUR-2024-856.jpg,lost,1036 , -454017,THANGA MURUGAN,Desiya Makkal Sakthi Katchi
4739,CUDDALORE(26),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 26 - CUDDALORE  (Tamil Nadu)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/RRAJ-2024-1623.jpg,lost,712 , -454341,R. RAJASEKAR,Independent
4740,CUDDALORE(26),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 26 - CUDDALORE  (Tamil Nadu)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/RPRA-2024-1657.jpg,lost,700 , -454353,R. PRAKASH,Independent
4741,CUDDALORE(26),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 26 - CUDDALORE  (Tamil Nadu)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/SRAJ-2024-382.jpg,lost,660 , -454393,S. RAJAMOHAN,Independent
4742,CUDDALORE(26),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 26 - CUDDALORE  (Tamil Nadu)

            ",img/nota.jpg,,7292 , -447761,NOTA,None of the Above
4743,MAYILADUTHURAI(28),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 28 - MAYILADUTHURAI  (Tamil Nadu)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/RSUDH-2024-1435.jpg,won,518459 ,+ 271183,SUDHA R,Indian National Congress
4744,MAYILADUTHURAI(28),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 28 - MAYILADUTHURAI  (Tamil Nadu)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/PBABU-2024-227.jpg,lost,247276 , -271183,BABU P,All India Anna Dravida Munnetra Kazhagam
4745,MAYILADUTHURAI(28),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 28 - MAYILADUTHURAI  (Tamil Nadu)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/KSTAL-2024-20240330060918.jpg,lost,166437 , -352022,STALIN M K,Pattali Makkal Katchi
4746,MAYILADUTHURAI(28),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 28 - MAYILADUTHURAI  (Tamil Nadu)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/PKALI-2024-268.jpg,lost,127642 , -390817,KALIYAMMAL P,Naam Tamilar Katchi
4747,MAYILADUTHURAI(28),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 28 - MAYILADUTHURAI  (Tamil Nadu)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/AKART-2024-20240330011038.jpg,lost,3891 , -514568,KARTHICK A,Samaniya Makkal Nala Katchi
4748,MAYILADUTHURAI(28),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 28 - MAYILADUTHURAI  (Tamil Nadu)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/TILAN-2024-234.jpg,lost,2898 , -515561,ILANCHEZHIAN T,Bahujan Samaj Party
4749,MAYILADUTHURAI(28),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 28 - MAYILADUTHURAI  (Tamil Nadu)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/SBABU-2024-20240330031803.jpg,lost,1838 , -516621,BABU S,Independent
4750,MAYILADUTHURAI(28),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 28 - MAYILADUTHURAI  (Tamil Nadu)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/TMANI-2024-654.jpg,lost,1711 , -516748,MANIMARAN T,Independent
4751,MAYILADUTHURAI(28),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 28 - MAYILADUTHURAI  (Tamil Nadu)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/KNAGA-2024-1118.jpg,lost,1347 , -517112,NAGARAJAN K,Independent
4752,MAYILADUTHURAI(28),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 28 - MAYILADUTHURAI  (Tamil Nadu)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/DSILA-2024-1835.jpg,lost,1256 , -517203,SILAMBARASAN D,Independent
4753,MAYILADUTHURAI(28),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 28 - MAYILADUTHURAI  (Tamil Nadu)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/FJAFA-2024-1179.jpg,lost,1236 , -517223,JAFARULLAH KHAN F,Independent
4754,MAYILADUTHURAI(28),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 28 - MAYILADUTHURAI  (Tamil Nadu)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/TTIMO-2024-20240330011013.jpg,lost,1175 , -517284,TIMOTHY T,Independent
4755,MAYILADUTHURAI(28),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 28 - MAYILADUTHURAI  (Tamil Nadu)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/SPAND-2024-1360.jpg,lost,1174 , -517285,PANDIYARAJAN S,Independent
4756,MAYILADUTHURAI(28),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 28 - MAYILADUTHURAI  (Tamil Nadu)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/SVEDA-2024-1397.jpg,lost,782 , -517677,VEDARETHINAM S,Anna MGR Dravida Makkal Kalgam
4757,MAYILADUTHURAI(28),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 28 - MAYILADUTHURAI  (Tamil Nadu)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/SNITH-2024-1807.jpg,lost,739 , -517720,NITHIYANANTHAM S,Naadaalum Makkal Katchi
4758,MAYILADUTHURAI(28),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 28 - MAYILADUTHURAI  (Tamil Nadu)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/VSRIN-2024-219.jpg,lost,617 , -517842,SRINIVASAN V,Independent
4759,MAYILADUTHURAI(28),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 28 - MAYILADUTHURAI  (Tamil Nadu)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/MDHAK-2024-20240330012057.jpg,lost,535 , -517924,DHAKSHINAMOORTHY M,Independent
4760,MAYILADUTHURAI(28),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 28 - MAYILADUTHURAI  (Tamil Nadu)

            ",img/nota.jpg,,8695 , -509764,NOTA,None of the Above
4761,SIVAGANGA(31),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 31 - SIVAGANGA  (Tamil Nadu)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/KARTI-2024-20240325113734.jpg,won,427677 ,+ 205664,KARTI P CHIDAMBARAM,Indian National Congress
4762,SIVAGANGA(31),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 31 - SIVAGANGA  (Tamil Nadu)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/AXAVI-2024-20240325114209.jpg,lost,222013 , -205664,XAVIERDASS A,All India Anna Dravida Munnetra Kazhagam
4763,SIVAGANGA(31),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 31 - SIVAGANGA  (Tamil Nadu)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/TDHEV-2024-20240325114612.jpg,lost,195788 , -231889,DHEVANATHAN YADAV T,Bharatiya Janata Party
4764,SIVAGANGA(31),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 31 - SIVAGANGA  (Tamil Nadu)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/EZHIL-2024-705.jpg,lost,163412 , -264265,EZHILARASI,Naam Tamilar Katchi
4765,SIVAGANGA(31),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 31 - SIVAGANGA  (Tamil Nadu)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/MDHAN-2024-20240327112149.jpg,lost,8512 , -419165,DHANALAKSHMI M,Independent
4766,SIVAGANGA(31),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 31 - SIVAGANGA  (Tamil Nadu)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/MGGOV-2024-20240327113633.jpg,lost,4241 , -423436,GOVINDHARAJU M.G,Independent
4767,SIVAGANGA(31),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 31 - SIVAGANGA  (Tamil Nadu)

            ",https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/KRNAG-2024-20240327112335.jpg,lost,3696 , -423981,NAGARAJAN  KR,Independent
